MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
,,,,,,,,,,,6702-000-852,Moen 6702-000 Genta Single Handle Bathroom Sink Faucet Chrome 1.2 gpm 4in Item #852,,,,Moen Incorporated (MOEN),Moen Incorporated,MOEN®,,6702-000-852,,Plumbing>Faucets>Bathroom Sink Faucets,"MOEN® 6702-000-852 Bathroom Sink Faucets, 2, 1.2 gpm, Chrome",MOEN 6702-000-852 BATHROOM SINK FAUCETS,"MOEN® 6702-000-852 Bathroom Sink Faucets, 2, 1.2 gpm, Chrome","MOEN® 6702-000-852 Bathroom Sink Faucets, 2, 1.2 gpm, Chrome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of Faucet Handles,2,,Flow Rate,1.2,gpm,Finish/Color,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,559HA-DST-853,Delta 559HA-DST Trinsic Single Handle Bathroom Sink Faucet Matte Black 1.2 gpm Item #853,,,,Delta Faucet Company (DELTA),Delta Faucet Company,DELTA®,,559HA-DST-853,,Plumbing>Faucets>Bathroom Sink Faucets,"DELTA® 559HA-DST-853 Bathroom Sink Faucets, 2, 1.2 gpm, Matte Black",DELTA 559HA-DST-853 BATHROOM SINK FAUCET,"DELTA® 559HA-DST-853 Bathroom Sink Faucets, 2, 1.2 gpm, Matte Black","DELTA® 559HA-DST-853 Bathroom Sink Faucets, 2, 1.2 gpm, Matte Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of Faucet Handles,2,,Flow Rate,1.2,gpm,Finish/Color,Matte Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,K-596-VS-854,Kohler K-596-VS Simplice Pull-Down Kitchen Faucet Vibrant Stainless 1.5 gpm Item #854,,,,Kohler Co. (KOHLER),Kohler Co.,KOHLER®,,K-596-VS-854,,Plumbing>Faucets>Utility Faucets,KOHLER® K-596-VS-854 Utility Faucets,KOHLER K-596-VS-854 UTILITY FAUCETS,KOHLER® K-596-VS-854 Utility Faucets,KOHLER® K-596-VS-854 Utility Faucets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,607-1/2-855,Nibco 607 1/2 1/2 in Copper Wrot Pressure 90 Deg Elbow Item #855,,,,Nibco Inc (NIBCO),Nibco Inc,NIBCO®,,607-1/2-855,,"Plumbing>Pipe, Tube & Hose Fittings>Pipe Fittings","NIBCO® 607-1/2-855 Pipe Fittings, Elbow, 1/2 in, Press, Copper",NIBCO 607-1/2-855 PIPE FITTINGS,"NIBCO® 607-1/2-855 Pipe Fittings, Elbow, 1/2 in, Press, Copper","NIBCO® 607-1/2-855 Pipe Fittings, Elbow, 1/2 in, Press, Copper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitting Fitting/Connector Type,Elbow,,Pipe Size,1/2,in,Connection Type,Press,,Fitting Material,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40172600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,U008LF-856,SharkBite U008LF 1/2 in Push-to-Connect Brass Coupling Item #856,,,,SharkBite Plumbing Solutions (SHARK),SharkBite Plumbing Solutions,SHARKBITE®,,U008LF-856,,"Plumbing>Pipe, Tube & Hose Fittings>Pipe Fittings","SHARKBITE® U008LF-856 Pipe Fittings, Coupling, 1/2 in, Push-to-Connect, Brass",SHARKBITE U008LF-856 PIPE FITTINGS,"SHARKBITE® U008LF-856 Pipe Fittings, Coupling, 1/2 in, Push-to-Connect, Brass","SHARKBITE® U008LF-856 Pipe Fittings, Coupling, 1/2 in, Push-to-Connect, Brass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitting Fitting/Connector Type,Coupling,,Pipe Size,1/2,in,Connection Type,Push-to-Connect,,Fitting Material,Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40172600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NIP-050-CLOSE-857,Charlotte Pipe 1/2 in x Close Black Steel Nipple MNPT Item #857,,,,Charlotte Pipe and Foundry (CHARL),Charlotte Pipe and Foundry,CHARLOTTE PIPE®,,NIP-050-CLOSE-857,,"Plumbing>Pipe, Tube & Hose Fittings>Pipe Fittings","CHARLOTTE PIPE® NIP-050-CLOSE-857 Pipe Fittings, Tee, 1/2 in, MNPT",CHARLOTTE PIPE NIP-050-CLOSE-857 PIPE FI,"CHARLOTTE PIPE® NIP-050-CLOSE-857 Pipe Fittings, Tee, 1/2 in, MNPT","CHARLOTTE PIPE® NIP-050-CLOSE-857 Pipe Fittings, Tee, 1/2 in, MNPT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitting Fitting/Connector Type,Tee,,Pipe Size,1/2,in,Connection Type,MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40172600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PDSH4816AF-858,PDSH4816AF Dishwasher SS - Display Only Item #858,,,,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,FRIGIDAIRE®,,PDSH4816AF-858,,unclassified / needs manual mapping,FRIGIDAIRE® PDSH4816AF-858 Product,FRIGIDAIRE PDSH4816AF-858 PRODUCT,FRIGIDAIRE® PDSH4816AF-858 Product,FRIGIDAIRE® PDSH4816AF-858 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,WDTS7024RZ-859,WDTS7024RZ Dishwasher SS - Display Only Item #859,,,,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,FRIGIDAIRE®,,WDTS7024RZ-859,,unclassified / needs manual mapping,FRIGIDAIRE® WDTS7024RZ-859 Product,FRIGIDAIRE WDTS7024RZ-859 PRODUCT,FRIGIDAIRE® WDTS7024RZ-859 Product,FRIGIDAIRE® WDTS7024RZ-859 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DCB205C-860,Dewalt 20V Max 5.0Ah Starter Kit Item #860,,,,Black & Decker (2585),Black & Decker,DEWALT®,,DCB205C-860,,unclassified / needs manual mapping,DEWALT® DCB205C-860 Product,DEWALT DCB205C-860 PRODUCT,DEWALT® DCB205C-860 Product,DEWALT® DCB205C-860 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DCB518ASTS06G-861,"DCB518ASTS06G Diablo 1/2""x18"" - Sanding Belt 6pc Item #861",,,,Freud Inc (2435),Freud Inc,DIABLO®,,DCB518ASTS06G-861,,unclassified / needs manual mapping,DIABLO® DCB518ASTS06G-861 Product,DIABLO DCB518ASTS06G-861 PRODUCT,DIABLO® DCB518ASTS06G-861 Product,DIABLO® DCB518ASTS06G-861 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,6702-000-862,Moen 6702-000 Genta Single Handle Bathroom Sink Faucet Chrome 1.2 gpm 4in Item #862,,,,Moen Incorporated (MOEN),Moen Incorporated,MOEN®,,6702-000-862,,Plumbing>Faucets>Bathroom Sink Faucets,"MOEN® 6702-000-862 Bathroom Sink Faucets, 2, 1.2 gpm, Chrome",MOEN 6702-000-862 BATHROOM SINK FAUCETS,"MOEN® 6702-000-862 Bathroom Sink Faucets, 2, 1.2 gpm, Chrome","MOEN® 6702-000-862 Bathroom Sink Faucets, 2, 1.2 gpm, Chrome",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of Faucet Handles,2,,Flow Rate,1.2,gpm,Finish/Color,Chrome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,559HA-DST-863,Delta 559HA-DST Trinsic Single Handle Bathroom Sink Faucet Matte Black 1.2 gpm Item #863,,,,Delta Faucet Company (DELTA),Delta Faucet Company,DELTA®,,559HA-DST-863,,Plumbing>Faucets>Bathroom Sink Faucets,"DELTA® 559HA-DST-863 Bathroom Sink Faucets, 2, 1.2 gpm, Matte Black",DELTA 559HA-DST-863 BATHROOM SINK FAUCET,"DELTA® 559HA-DST-863 Bathroom Sink Faucets, 2, 1.2 gpm, Matte Black","DELTA® 559HA-DST-863 Bathroom Sink Faucets, 2, 1.2 gpm, Matte Black",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of Faucet Handles,2,,Flow Rate,1.2,gpm,Finish/Color,Matte Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,K-596-VS-864,Kohler K-596-VS Simplice Pull-Down Kitchen Faucet Vibrant Stainless 1.5 gpm Item #864,,,,Kohler Co. (KOHLER),Kohler Co.,KOHLER®,,K-596-VS-864,,Plumbing>Faucets>Utility Faucets,KOHLER® K-596-VS-864 Utility Faucets,KOHLER K-596-VS-864 UTILITY FAUCETS,KOHLER® K-596-VS-864 Utility Faucets,KOHLER® K-596-VS-864 Utility Faucets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30181706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,607-1/2-865,Nibco 607 1/2 1/2 in Copper Wrot Pressure 90 Deg Elbow Item #865,,,,Nibco Inc (NIBCO),Nibco Inc,NIBCO®,,607-1/2-865,,"Plumbing>Pipe, Tube & Hose Fittings>Pipe Fittings","NIBCO® 607-1/2-865 Pipe Fittings, Elbow, 1/2 in, Press, Copper",NIBCO 607-1/2-865 PIPE FITTINGS,"NIBCO® 607-1/2-865 Pipe Fittings, Elbow, 1/2 in, Press, Copper","NIBCO® 607-1/2-865 Pipe Fittings, Elbow, 1/2 in, Press, Copper",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitting Fitting/Connector Type,Elbow,,Pipe Size,1/2,in,Connection Type,Press,,Fitting Material,Copper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40172600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,U008LF-866,SharkBite U008LF 1/2 in Push-to-Connect Brass Coupling Item #866,,,,SharkBite Plumbing Solutions (SHARK),SharkBite Plumbing Solutions,SHARKBITE®,,U008LF-866,,"Plumbing>Pipe, Tube & Hose Fittings>Pipe Fittings","SHARKBITE® U008LF-866 Pipe Fittings, Coupling, 1/2 in, Push-to-Connect, Brass",SHARKBITE U008LF-866 PIPE FITTINGS,"SHARKBITE® U008LF-866 Pipe Fittings, Coupling, 1/2 in, Push-to-Connect, Brass","SHARKBITE® U008LF-866 Pipe Fittings, Coupling, 1/2 in, Push-to-Connect, Brass",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitting Fitting/Connector Type,Coupling,,Pipe Size,1/2,in,Connection Type,Push-to-Connect,,Fitting Material,Brass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40172600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,NIP-050-CLOSE-867,Charlotte Pipe 1/2 in x Close Black Steel Nipple MNPT Item #867,,,,Charlotte Pipe and Foundry (CHARL),Charlotte Pipe and Foundry,CHARLOTTE PIPE®,,NIP-050-CLOSE-867,,"Plumbing>Pipe, Tube & Hose Fittings>Pipe Fittings","CHARLOTTE PIPE® NIP-050-CLOSE-867 Pipe Fittings, Tee, 1/2 in, MNPT",CHARLOTTE PIPE NIP-050-CLOSE-867 PIPE FI,"CHARLOTTE PIPE® NIP-050-CLOSE-867 Pipe Fittings, Tee, 1/2 in, MNPT","CHARLOTTE PIPE® NIP-050-CLOSE-867 Pipe Fittings, Tee, 1/2 in, MNPT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fitting Fitting/Connector Type,Tee,,Pipe Size,1/2,in,Connection Type,MNPT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40172600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,PDSH4816AF-868,PDSH4816AF Dishwasher SS - Display Only Item #868,,,,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,FRIGIDAIRE®,,PDSH4816AF-868,,unclassified / needs manual mapping,FRIGIDAIRE® PDSH4816AF-868 Product,FRIGIDAIRE PDSH4816AF-868 PRODUCT,FRIGIDAIRE® PDSH4816AF-868 Product,FRIGIDAIRE® PDSH4816AF-868 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,WDTS7024RZ-869,WDTS7024RZ Dishwasher SS - Display Only Item #869,,,,Appliance Dealers Cooperative (APPDE),Appliance Dealers Cooperative,FRIGIDAIRE®,,WDTS7024RZ-869,,unclassified / needs manual mapping,FRIGIDAIRE® WDTS7024RZ-869 Product,FRIGIDAIRE WDTS7024RZ-869 PRODUCT,FRIGIDAIRE® WDTS7024RZ-869 Product,FRIGIDAIRE® WDTS7024RZ-869 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DCB205C-870,Dewalt 20V Max 5.0Ah Starter Kit Item #870,,,,Black & Decker (2585),Black & Decker,DEWALT®,,DCB205C-870,,unclassified / needs manual mapping,DEWALT® DCB205C-870 Product,DEWALT DCB205C-870 PRODUCT,DEWALT® DCB205C-870 Product,DEWALT® DCB205C-870 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,DCB518ASTS06G-871,"DCB518ASTS06G Diablo 1/2""x18"" - Sanding Belt 6pc Item #871",,,,Freud Inc (2435),Freud Inc,DIABLO®,,DCB518ASTS06G-871,,unclassified / needs manual mapping,DIABLO® DCB518ASTS06G-871 Product,DIABLO DCB518ASTS06G-871 PRODUCT,DIABLO® DCB518ASTS06G-871 Product,DIABLO® DCB518ASTS06G-871 Product,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
